id,sentence_text,order_within_feedback_entry,feedback_entry_id,sentiment,team_id,feedback_date
1022635,The app doesn’t permit searching via the map for flights that originate outside of the US.,1,457763,-0.9959,427,2022-04-14 16:09:32
1022637,"Dears, 
My apple iPad only goes to the iOS version 12.2 or 4 not sure, so your app tells me to upgrade but requires I have ios13.0
Do you have a compatible app for previous iOS.",1,457764,-0.9563,427,2022-04-14 13:43:24
1022638,Thanks!,2,457764,0.9759,427,2022-04-14 13:43:24
1022640,Not sure if it uploaded my documents,1,457765,-0.9857,427,2022-04-14 08:45:07
1022642,Impossible (as in 30 minutes of trying and retrying) to scan newly issued passport.,1,457766,-0.9951,427,2022-04-14 08:26:49
1022643,Gave up.,2,457766,-0.9803,427,2022-04-14 08:26:49
1022645,Impossible to navigate.,1,457767,-0.9479,427,2022-04-14 07:45:10
1022646,Takes forever,2,457767,0.807,427,2022-04-14 07:45:10
1022648,The best,1,457768,0.9829,427,2022-04-14 05:49:08
1022650,Every time I try to link my PayPal account the app freezes and k have to kill it.,1,457769,-0.9298,427,2022-04-14 03:17:15
1022652,You can’t have a full size carry on bag if you are a economy passenger… and you don’t know that when booking till you are coming back from a trip and they charge you an extra $80 and then treat you like crap when one bag is over 50lbs by 3lbs but all your other bags are 30lbs… it’s ridiculous.,1,457770,-0.8681,427,2022-04-13 23:40:52
1022653,Delta doesn’t treat its economy passengers with these rules.,2,457770,-0.961,427,2022-04-13 23:40:52
1022654,It’s only at the end of a vacation they stick you with another $80 tag in the rear.,3,457770,-0.9905,427,2022-04-13 23:40:52
1022655,Then when you try to link your flight in the app so you can get miles… nope they don’t count for some reason!,4,457770,-0.6422,427,2022-04-13 23:40:52
1022656,It’s garbage.,5,457770,-0.9994,427,2022-04-13 23:40:52
1022658,I just wanted to check my reservation but the app wanted to show me all the great things in the location the airline was having trouble getting me to.,1,457771,-0.6049,427,2022-04-13 21:11:52
1022659,The option to chat with a representative worked one time out of five.,2,457771,0.8927,427,2022-04-13 21:11:52
1022661,Website is very user friendly.,1,457772,0.9818,427,2022-04-13 20:31:28
1022663,"Paid over $400 for a basic ticket to fly a few states away, not being able to bring a full size carry on and being seated by the rest room, was extremely disappointing.",1,457773,-0.9999,427,2022-04-13 18:28:43
1022665,I would have given the site 0 if that was an option.,1,457774,-0.9619,427,2022-04-13 16:39:43
1022666,One of the hardest sites I have ever navigated.,2,457774,0.872,427,2022-04-13 16:39:43
1022668,It took awhile to check in.,1,457775,-0.8802,427,2022-04-13 14:22:34
1022670,So easy to use the United App!,1,457776,0.9917,427,2022-04-13 11:03:53
1022671,Thank you!,2,457776,0.9705,427,2022-04-13 11:03:53
1022673,Fix your website so that I don’t have to download a spyware app to check in to a flight.,1,457777,-0.9512,427,2022-04-13 04:43:05
1022675,I don’t understand why this app doesn’t allow you to select your airport code easier.,1,457778,-0.713,427,2022-04-13 03:31:36
1022676,If I type In most airport codes it tells me it doesn’t exist.,2,457778,-0.8512,427,2022-04-13 03:31:36
1022677,This needs to be fixed.,3,457778,-0.6052,427,2022-04-13 03:31:36
1022678,Would like to use more but frustrating to have to go to computer to book flights when busy traveling.,4,457778,0.5545,427,2022-04-13 03:31:36
1022680,As if things were not bad enough for everyone except the extremely rich.,1,457779,0.8616,427,2022-04-13 01:11:42
1022681,"Your seats are uncomfortable, you make everyone pay for extra seating to sit next to loved ones and then we don’t even get to check at least one bag for free and it’s 70$ ….",2,457779,-0.9993,427,2022-04-13 01:11:42
1022682,Never flying United again after this trip !!!!,3,457779,-0.7614,427,2022-04-13 01:11:42
1022683,And I will slander United continuing from this day forward,4,457779,-0.5035,427,2022-04-13 01:11:42
1022685,App gets it done.,1,457780,-0.5689,427,2022-04-12 18:04:49
1022687,For some reason the app cannot find certain airports.,1,457781,-0.8716,427,2022-04-12 15:55:28
1022688,When I searched both DLH and SMF I didn’t receive any options.,2,457781,-0.9862,427,2022-04-12 15:55:28
1022689,So I had to book through a 3rd party site.,3,457781,-0.5214,427,2022-04-12 15:55:28
1022691,The process of submitting vaccine info and picture is not the easiest to use.,1,457782,-0.9785,427,2022-04-12 13:00:20
1022693,"I have a personal rule: “If it’s from United, it’s likely to be garbage.” United did not disappoint.",1,457783,0.6573,427,2022-04-12 10:52:23
1022694,This app will not play films on my iPhone 13 Pro - movies hang up every 5 minutes and the app needs to be restarted to get the movie playing again.,2,457783,-0.9919,427,2022-04-12 10:52:23
1022695,"United should pivot to human burials, so that they can continue to let people down - it’s their specialty.",3,457783,0.7088,427,2022-04-12 10:52:23
1022697,Chaos at the ticket counter although the ticket agent was very efficient.,1,457784,-0.6319,427,2022-04-12 09:55:39
1022698,They only had two people.,2,457784,-0.8519,427,2022-04-12 09:55:39
1022699,We got no help with our wheelchair.,3,457784,-0.8137,427,2022-04-12 09:55:39
1022700,We stood in line only to find out that we had to switch lines if we were going to Denver.,4,457784,-0.7568,427,2022-04-12 09:55:39
1022701,We heard the ticket agent say she had more passengers for Denver and not to close the gate.Because I never got my wheelchair I push the man who was in the wheelchair because he couldn’t push himself.,5,457784,-0.7347,427,2022-04-12 09:55:39
1022702,"there were two x-ray machines and one body x-ray machine, and use the server a lot of TSA people standing around.",6,457784,0.5912,427,2022-04-12 09:55:39
1022703,And there was no one to help.,7,457784,-0.5829,427,2022-04-12 09:55:39
1022704,I push the man from security to the gate I pushed him up the hill on my tiptoes with him pushing the wheels on his wheelchair.,8,457784,0.8885,427,2022-04-12 09:55:39
1022705,And when we got to gate a flight had left us.,9,457784,-0.7313,427,2022-04-12 09:55:39
1022706,Even though they knew that we were coming.,10,457784,0.8638,427,2022-04-12 09:55:39
1022707,Now I’ve been rebooked on a flight instead of gettingIn at 3 o’clock I’m gonna get in at 10 o’clock.,11,457784,-0.9148,427,2022-04-12 09:55:39
1022708,Now I need to rent a hotel room.,12,457784,-0.5836,427,2022-04-12 09:55:39
1022709,And the wheelchair man flight has been delayed two hours and my flight has been delayed 30 minutes!,13,457784,-0.9853,427,2022-04-12 09:55:39
1022710,!I am stuck.,14,457784,-0.8634,427,2022-04-12 09:55:39
1022711,Because United personnel decided it wasn’t worth waiting for a person in the wheelchair.,15,457784,-0.9406,427,2022-04-12 09:55:39
1022712,I believe this is an ADA violation.,16,457784,-0.8952,427,2022-04-12 09:55:39
1022713,Certainly not good customer service.,17,457784,-0.9988,427,2022-04-12 09:55:39
1022715,This company needs to go under,1,457785,-0.7822,427,2022-04-12 08:22:26
1022717,We confirmed our seats but on both legs to Virginia we were told different seats in the back of the plane I am disabled and this change made it harder and more painful,1,457786,-0.987,427,2022-04-12 06:21:41
1022719,"We needed to chat with chat, but the app keeps crashing, and then we would need to start over in the waiting queue.",1,457787,-0.9789,427,2022-04-11 14:54:59
1022721,No wonder Southwest Airlines is so popular!,1,457788,0.8991,427,2022-04-11 13:49:40
1022722,Really irritating to have to pay for bags after entering my Mileage Plus Explorer Card in our outbound.,2,457788,-0.9974,427,2022-04-11 13:49:40
1022723,AND it takes United 3-4x longer to board a flight than Southwest.,3,457788,-0.777,427,2022-04-11 13:49:40
1022725,I have an ipad my son uses with IO 12.5.5.,1,457789,0.7657,427,2022-04-11 13:07:21
1022726,Now United app only works with ONLY 13 and above.,2,457789,-0.9844,427,2022-04-11 13:07:21
1022727,Very disappointed that he can no longer use this when flying United.,3,457789,-0.9999,427,2022-04-11 13:07:21
1022728,I have not had this issue with other airline apps.,4,457789,-0.69,427,2022-04-11 13:07:21
1022730,Depends on where you click whether there’s an upcoming flight or boarding pass.,1,457790,-0.9414,427,2022-04-11 10:54:20
1022731,"Despite the app saying I have free bag check, there’s a charge why I try to check bags.",2,457790,-0.9601,427,2022-04-11 10:54:20
1022732,Pretty useless.,3,457790,-0.9996,427,2022-04-11 10:54:20
1022734,United application is excellent,1,457791,0.9894,427,2022-04-11 10:48:11
1022736,So far I am liking the app!,1,457792,0.999,427,2022-04-11 09:35:11
1022737,More info to come!,2,457792,0.745,427,2022-04-11 09:35:11
1022739,"I paid ahead of time for the bag I am checking in, on the phone through a United agent who sent me three confirmations by e mail, but when I want to get my boarding pass for today I cannot enter that I already paid for my one and only suitcase.",1,457793,-0.9891,427,2022-04-11 07:11:40
1022740,So I’ll have to deal with this at the airport.,2,457793,-0.7093,427,2022-04-11 07:11:40
1022741,Bad system.,3,457793,-0.9962,427,2022-04-11 07:11:40
1022742,"Plus, the agent on the phone was going to charge me $35 for the first and only suitcase.",4,457793,-0.9677,427,2022-04-11 07:11:40
1022743,I had to tell him it was only $30 if I checked the bag ahead of the flight day.,5,457793,-0.9714,427,2022-04-11 07:11:40
1022744,"With no explanation, he charged me $30.",6,457793,-0.9784,427,2022-04-11 07:11:40
1022746,"The app relies on a Travel Ready site that's an interactive mess.",1,457794,-0.8915,427,2022-04-10 22:21:12
1022747,"App input glitches should have been caught in testing (simple stuff like card expiration date -- it threw an error multiple times before autoformatting, and it's impossible to format correctly with a numeral-only keyboard.)",2,457794,-0.9998,427,2022-04-10 22:21:12
1022748,"I've never had more trouble checking in to a flight.",3,457794,0.9459,427,2022-04-10 22:21:12
1022750,Slow and info not accurate in a timely fashion.,1,457795,-0.9979,427,2022-04-10 20:43:09
1022752,Happy to fly today,1,457796,0.9936,427,2022-04-10 15:13:25
1022754,"For international flights to the US, the screen flows and design for checking in are often counter-intuitive, and there are no explanations given.",1,457797,0.5925,427,2022-04-10 14:31:09
1022755,"In several places, it took repeated trial-and-error attempts before I could figure out why my straightforward responses to its questions were being rejected.",2,457797,-0.998,427,2022-04-10 14:31:09
1022756,"(Without explanation, the app reset my birth date and my vaccination dates to today’s date.",3,457797,-0.5306,427,2022-04-10 14:31:09
1022757,"It wasn’t even clear that it was rejecting my entries, much less why.",4,457797,-0.995,427,2022-04-10 14:31:09
1022758,It felt like the app was malfunctioning.,5,457797,-0.9966,427,2022-04-10 14:31:09
1022759,"Eventually, I figured out that the day and month were being rejected until I chose a year earlier than this year.",6,457797,-0.9768,427,2022-04-10 14:31:09
1022760,"For instance, suppose my birth date was 15 March, 1999, but I was flying on 5 January, 2023.",7,457797,-0.9296,427,2022-04-10 14:31:09
1022761,"When I go to check in on 5 January 2023, and I enter “15” and “March” for birth date, the values are rejected, because the app “assumes” I’m about to say I was born on March 15, 2023.)",8,457797,-0.9893,427,2022-04-10 14:31:09
1022762,"Problem#2: Once you start running into problems, the app doesn’t save your progress up to that point.",9,457797,-0.9488,427,2022-04-10 14:31:09
1022763,"This is aggravating, because the app ALSO times you out without telling you so.",10,457797,-0.9405,427,2022-04-10 14:31:09
1022764,"I had to go look up my vax dates, and when I came back, the app refused to accept any entries.",11,457797,-0.9794,427,2022-04-10 14:31:09
1022765,"There were no error messages or other indicators, but I could do nothing until I closed and re-entered the app.",12,457797,-0.9557,427,2022-04-10 14:31:09
1022766,"Problem #3 If you open another app on your smart devices, the UA app closes your session, and you have to start over.",13,457797,-0.7579,427,2022-04-10 14:31:09
1022767,"I went to pull up security code from another app, only to find that the UA app had closed my session and deleted my data up to that point.",14,457797,-0.9692,427,2022-04-10 14:31:09
1022768,"Problem #4 when uploading documentation, you only get one chance to tell the app you want to take a photo.",15,457797,-0.8934,427,2022-04-10 14:31:09
1022769,"If you mess that up, there’s nothing you can do but exit the app and re-enter, wiping out your work up to that point.",16,457797,-0.8638,427,2022-04-10 14:31:09
1022770,"Problem #5 Less than 24 hours before your flight, and after uploading your several pieces of documentation, you go to the “check in” screen again, and you receive an error message saying only that you can’t check in less than 24 hours before a flight.",17,457797,-0.9953,427,2022-04-10 14:31:09
1022771,"What appears to be happening is that you can’t log in before your uploaded documents have been verified by UA personnel, bu tthe only message you receive is that you can’t check in less than 24 hours before a flight.",18,457797,-0.9814,427,2022-04-10 14:31:09
1022772,"Good luck calling tech support, which is probably backed up 30-60 minutes.",19,457797,-0.7005,427,2022-04-10 14:31:09
1022773,The online help screens and response robot are useless.,20,457797,-0.9978,427,2022-04-10 14:31:09
1022774,I can only imagine how much more difficult and annoying this process would be for  someone who isn’t computer literate and patient.,21,457797,-0.9989,427,2022-04-10 14:31:09
1022775,"These are unnecessary footbullets for UA, but they should be easy to fix.",22,457797,-0.9429,427,2022-04-10 14:31:09
1022776,"I doubt seriously that I’m the first or the 1001st to complain about these, but my guess is that feedback is not reaching the people who can actually make the necessary changes.",23,457797,-0.7593,427,2022-04-10 14:31:09
1022778,Booked flight on January 30 for travel in mid-June.,1,457798,0.5675,427,2022-04-10 12:46:23
1022779,Paid for upgrade.,2,457798,-0.8727,427,2022-04-10 12:46:23
1022780,Went back into app to get flight information for itinerary.,3,457798,-0.8786,427,2022-04-10 12:46:23
1022781,Seats were CHANGED.,4,457798,-0.939,427,2022-04-10 12:46:23
1022782,Tried to change them back but UA CHARGED for the SAME SEATS AGAIN!!!,5,457798,-0.9666,427,2022-04-10 12:46:23
1022783,Seats kept being changed.,6,457798,-0.8682,427,2022-04-10 12:46:23
1022784,Charged AGAIN.,7,457798,-0.9331,427,2022-04-10 12:46:23
1022785,Gave up.,8,457798,-0.9803,427,2022-04-10 12:46:23
1022786,Got refunded for upgrade.,9,457798,-0.9937,427,2022-04-10 12:46:23
1022787,LOYALTY?,10,457798,0.5983,427,2022-04-10 12:46:23
1022788,No more.,11,457798,-0.7355,427,2022-04-10 12:46:23
1022789,CANCELING UA CC.,12,457798,0.5399,427,2022-04-10 12:46:23
1022790,Sticking to Chase Sapphire Reserve where I can choose WHICH airlines to spend $$ and to use points on.,13,457798,-0.98,427,2022-04-10 12:46:23
1022791,Certainly not UA.,14,457798,-0.9624,427,2022-04-10 12:46:23
1022792,"Out of the 3 airlines that we are using on this trip, UA was the ONLY problem.",15,457798,0.8406,427,2022-04-10 12:46:23
1022793,JetBlue and American Airlines NO PROBLEMS!,16,457798,0.9841,427,2022-04-10 12:46:23
1022794,Don’t even get me started on the lack of available UA CLUB Lounges.,17,457798,-0.9921,427,2022-04-10 12:46:23
1022796,"Cái app rất thuận tiện lợi, dể hiểu",1,457799,0.8326,427,2022-04-10 12:34:47
1022798,Frustrating at every turn.,1,457800,-0.9954,427,2022-04-10 11:54:48
1022800,Can’t get the app to consistently email my receipts.,1,457801,-0.9709,427,2022-04-10 11:52:58
1022801,Fix it!,2,457801,-0.9913,427,2022-04-10 11:52:58
1022803,United is the worst airline in America.,1,457802,-0.9953,427,2022-04-10 11:20:15
1022805,Never fly United again!!,1,457803,-0.872,427,2022-04-10 11:05:40
1022806,"Over 60% of the flights I’ve booked with them have gone sideways leaving me in stranded in airports for upwards of 14 hours.this time it was mechanical issues on every single plane they assigned to my destinations 
Bought tickets with expectation to arrive at final destination by 11am
After 3 delayed flights, time of arrival is now 945.",2,457803,0.916,427,2022-04-10 11:05:40
1022807,"Almost 11 hours later
I highly recommend using a crop duster … the confidence level probably still exceeds this airline !",3,457803,0.9665,427,2022-04-10 11:05:40
1022809,United is the best.,1,457804,0.9968,427,2022-04-10 05:41:14
1022811,"My first few experience’s has been pretty amazing… everything was smooth and convenient when it came to booking, checking in, and boarding!",1,457805,0.9982,427,2022-04-10 01:36:36
1022812,And the flight itself was comfortable and relaxing…My choice of flying from now on!,2,457805,0.9647,427,2022-04-10 01:36:36
1022814,"After a week in Aruba, made sure to make our reservations to get home for Sunday service as my husband is a Pastor and didn’t want to miss Sunday Worship service.",1,457806,0.9719,427,2022-04-09 13:03:16
1022815,"Only to get to the states, Newark, NINE driving hours away from home, to cancelled flights (allegedly due to weather) although my friends on Delta and American flew in fine and on time).",2,457806,-0.9096,427,2022-04-09 13:03:16
1022816,No flights out until Sunday AFTERNOON.,3,457806,0.6789,427,2022-04-09 13:03:16
1022817,No flights into anywhere in Michigan or Ohio.,4,457806,-0.6871,427,2022-04-09 13:03:16
1022818,"A 10pm flight to CHICAGO, arriving at 11:30 pm.",5,457806,0.9713,427,2022-04-09 13:03:16
1022819,We had to rent a car (another added expense) and will DRIVE the last FIVE HOURS home and get home at 5:00 in the morning!,6,457806,0.86,427,2022-04-09 13:03:16
1022820,"*
No one is able to tell us whether our bags will be at DTW (our original destination) or ORD (our new destination.",7,457806,0.5659,427,2022-04-09 13:03:16
1022821,They told us to request that they be pulled and after waiting 3 hours in Newark only to be told the bags are not even checked in yet.,8,457806,-0.9768,427,2022-04-09 13:03:16
1022822,"We, nor any United unhelpful staff know where our bags are.",9,457806,-0.6387,427,2022-04-09 13:03:16
1022823,Can only pray they make it to us soon.,10,457806,-0.8028,427,2022-04-09 13:03:16
1022824,"*
Oversold reservations during one of the most busiest times has lost this traveler’s future business!",11,457806,-0.9684,427,2022-04-09 13:03:16
1022825,It will NEVER happen again!,12,457806,-0.6969,427,2022-04-09 13:03:16
1022826,THE ABSOLUTE WORSE!,13,457806,-0.9969,427,2022-04-09 13:03:16
1022828,Amazing app,1,457807,0.997,427,2022-04-09 11:59:34
1022830,Extremely convoluted and difficult to access the pay option for wifi.,1,457808,-0.9999,427,2022-04-09 11:57:21
1022831,Can’t find it.,2,457808,0.5406,427,2022-04-09 11:57:21
1022833,"In order to use the United App, it forces you to download the recent April update, which requires iOS 13.0 or newer.",1,457809,-0.9079,427,2022-04-09 11:40:12
1022834,I use an older “travel” iPad that can only be updated to iOS 12.3.,2,457809,0.6342,427,2022-04-09 11:40:12
1022835,So the App NO LONGER works.,3,457809,-0.9441,427,2022-04-09 11:40:12
1022836,"I enjoyed a few movies on my recent departure flight, but a few days later on the way home I was blocked out.",4,457809,-0.9178,427,2022-04-09 11:40:12
1022837,Another note...the app claims you can download an earlier version but it still tries to download most recent.,5,457809,-0.8825,427,2022-04-09 11:40:12
1022839,Ridiculous,1,457810,-0.9783,427,2022-04-09 11:35:45
1022841,We have traveled for decades and are not easily confused by technology but the United app has been one of the most frustrating processes I have used in decades.,1,457811,-0.988,427,2022-04-09 10:33:38
1022842,Someone needs to work on it from a customer satisfaction  perspective.,2,457811,-0.7356,427,2022-04-09 10:33:38
1022844,I got to the airport at 5am.,1,457812,-0.862,427,2022-04-09 10:27:04
1022845,We were delayed 3 times.,2,457812,-0.903,427,2022-04-09 10:27:04
1022846,We did not leave ohare till 2pm.,3,457812,-0.8585,427,2022-04-09 10:27:04
1022847,"The app is useless, why would you have a internet provided call service in an airport is beyond me.",4,457812,-0.9999,427,2022-04-09 10:27:04
1022848,The call dropped multiple times and the text version was just as slow.,5,457812,-0.9988,427,2022-04-09 10:27:04
1022849,The individuals at the service desk were useless.,6,457812,-0.9989,427,2022-04-09 10:27:04
1022850,The first didn’t understand that we missed our flight and was going to miss our connecting so we needed help.,7,457812,-0.9353,427,2022-04-09 10:27:04
1022851,She also didn’t give us back my husbands ID so we had to go back for that.,8,457812,-0.7149,427,2022-04-09 10:27:04
1022852,"We asked to be compensated for our time and was rudely told no, go online.",9,457812,-0.9632,427,2022-04-09 10:27:04
1022853,"All I wanted was some
Club passes.",10,457812,0.6227,427,2022-04-09 10:27:04
1022854,"Will
Never fly united again.",11,457812,-0.9659,427,2022-04-09 10:27:04
1022856,"We set out for our trip to Florida for my brother’s wedding on Thursday, April 7th, for a 3:07 flight from Newark to Ft. Myers.",1,457813,0.9857,427,2022-04-09 09:20:16
1022857,"We boarded hours late, un-boarded, boarded again, taxied out and sat there for hours while other planes came and went.",2,457813,-0.9439,427,2022-04-09 09:20:16
1022858,We were told by our pilot that our plane could not handle or navigate the “cross winds” that had picked up at our airport.,3,457813,-0.9161,427,2022-04-09 09:20:16
1022859,We are not surprised.,4,457813,-0.8898,427,2022-04-09 09:20:16
1022860,The plane was like a sardine can with wings without even a plug for your devices.,5,457813,-0.8566,427,2022-04-09 09:20:16
1022861,$500/person to fly 2.40 hours on a plane that can’t take off in wind.,6,457813,-0.7827,427,2022-04-09 09:20:16
1022862,"We taxied back in, unboarded and were dumped back in the airport without ONE uniformed United representative at the gate.",7,457813,-0.9525,427,2022-04-09 09:20:16
1022863,"The ground crew booked it out of there, heads’ down, and we were all left to figure things out for ourselves, which did not go well for anyone.",8,457813,-0.9975,427,2022-04-09 09:20:16
1022864,"Families stranded with children falling apart after, at least for our flight, ten hours of being in that airport.",9,457813,-0.9676,427,2022-04-09 09:20:16
1022865,It is one thing to have cancelations due to weather.,10,457813,-0.8611,427,2022-04-09 09:20:16
1022866,"It is another to be so unprepared that you leave your customers without guidance, comfort or help.",11,457813,-0.8714,427,2022-04-09 09:20:16
1022867,It was one of the worst customer service experiences we have ever encountered in any and all the traveling we have done over the years.,12,457813,-0.9983,427,2022-04-09 09:20:16
1022868,It shakes our faith in United and in the airline industry as a whole.,13,457813,0.9619,427,2022-04-09 09:20:16
1022869,"Going forward, we will be much less likely to book trips that require air travel.",14,457813,-0.7146,427,2022-04-09 09:20:16
1022870,"Oh, and we missed the wedding since we are still here in NJ waiting for a flight three days later.",15,457813,0.8867,427,2022-04-09 09:20:16
1022872,I am so disgusted with my flights being cancelled and I am trying to check in and my seats are still not assigned,1,457814,-0.9983,427,2022-04-09 08:14:50
1022874,Nice App easy to use .,1,457815,0.9929,427,2022-04-09 07:20:30
1022876,I have miss placed my cell phone and the attendance bent over backwards to help me get it back,1,457816,-0.9436,427,2022-04-09 06:09:39
1022878,Easy app,1,457817,0.9661,427,2022-04-09 05:50:27
1022880,I,1,457818,0.6328,427,2022-04-09 01:43:23
1022882,I’m very impressed with ease I can navigate through this app.,1,457819,0.9685,427,2022-04-08 23:28:20
1022883,Great job!,2,457819,0.9991,427,2022-04-08 23:28:20
1022885,ITT ask for a review before I figured the app out yet. .,1,457820,0.5903,427,2022-04-08 23:00:41
1022886,It seem straight forward.,2,457820,0.6254,427,2022-04-08 23:00:41
1022888,How can you allow a father not to be seated next to underage daughters?,1,457821,0.8402,427,2022-04-08 22:58:07
1022890,Very well organized and efficient for travel.,1,457822,0.9989,427,2022-04-08 21:46:02
1022892,Double charged me and then took 25 days to return my money.,1,457823,-0.9983,427,2022-04-08 20:22:20
1022893,Disputed with Amex.,2,457823,-0.9425,427,2022-04-08 20:22:20
1022895,"This is crazy that I have to pay for a carry on bag, United should be embarrassed.",1,457824,-0.9824,427,2022-04-08 18:16:41
1022896,Will not fly this budget airline again,2,457824,-0.9899,427,2022-04-08 18:16:41
1022898,Difficult to upload Covid test results,1,457825,-0.9954,427,2022-04-08 17:56:03
1022900,Hard to understand exactly what is wanted.,1,457826,-0.994,427,2022-04-08 17:21:42
1022901,Need to make simpler.,2,457826,-0.6686,427,2022-04-08 17:21:42
1022903,HORRIBLE!!!!,1,457827,-0.9995,427,2022-04-08 16:47:34
1022904,"!I have traveled a lot and never have I had such a horrible experience, cancel and Delay flight, sending people back and forth to different counters to get the problem of their hands.",2,457827,-0.989,427,2022-04-08 16:47:34
1022905,Nobody had a straight answer as to what was going on.,3,457827,0.6604,427,2022-04-08 16:47:34
1022906,The person that try to help me at the counter actually cancel my return ticket without me even knowing!!!,4,457827,-0.9957,427,2022-04-08 16:47:34
1022907,I had to get to my destination because my mom was having a mayor surgery and nobody cared!!!!!,5,457827,-0.837,427,2022-04-08 16:47:34
1022908,They kept putting me on stand by knowing that the flights where overbooked and I wouldn’t be able to get on it.,6,457827,-0.8424,427,2022-04-08 16:47:34
1022909,Spend all morning running from one counter to the other!!,7,457827,-0.9037,427,2022-04-08 16:47:34
1022910,HORRIBLE HORRIBLE HORRIBLE,8,457827,-0.9997,427,2022-04-08 16:47:34
1022912,Absolute garbage.,1,457828,-0.9989,427,2022-04-08 16:28:34
1022913,Do better,2,457828,-0.6352,427,2022-04-08 16:28:34
1022915,Talk about attitude our guys acts like he does not like his job we ask a question about the app and all he said it was in the magazine and I could not find he did not help and just rolled his eyes so I can guarantee that we will not fly again with United and did not have any problems when we flew in from Amsterdam but this guy out of dc really should be a bagger at the grocery store flight ua291,1,457829,-0.7414,427,2022-04-08 14:49:36
1022917,My card is saved yet I have to re-enter my card to purchase a bag.,1,457830,0.9847,427,2022-04-08 14:33:53
1022918,Also not simple to find boarding passes.,2,457830,-0.6813,427,2022-04-08 14:33:53
1022919,Make it better.,3,457830,0.707,427,2022-04-08 14:33:53
1022921,The international check-in process is unbelievably repetitive and burdensome.,1,457831,-0.9999,427,2022-04-08 12:32:24
1022923,Not reliable,1,457832,-0.9959,427,2022-04-08 12:26:26
1022925,Worst trip ever.,1,457833,-0.9963,427,2022-04-08 11:47:06
1022926,Definitely worst customer service on ground in both Honolulu and San Francisco.,2,457833,-0.999,427,2022-04-08 11:47:06
1022927,Original flight was booked for 7.00 am April the 6th.,3,457833,0.5663,427,2022-04-08 11:47:06
1022928,Customer service couldn’t tag my lyggage because a machine broke down.,4,457833,-0.9926,427,2022-04-08 11:47:06
1022929,"After 35 minutes and still no luggage tags, the informed me that they would have to rebook my flight for the NEXT AFTERNOON.",5,457833,-0.9923,427,2022-04-08 11:47:06
1022930,Arriving in San Francisco I found my connection to Las Vegas.,6,457833,0.8271,427,2022-04-08 11:47:06
1022931,"After an hour standing in line for customer service, I got rebooked flights, again the NEXT AFTERNOON.",7,457833,-0.8847,427,2022-04-08 11:47:06
1022932,"I got a voucher for the Comfort Inn, but because the baggage retrieval was so long and disorganized I had to pay my own taxi to and from the motel.",8,457833,-0.9919,427,2022-04-08 11:47:06
1022933,I was waiting for my luggage about an hour and a half.,9,457833,-0.8559,427,2022-04-08 11:47:06
1022934,The woman working the counter kept raising her voice to me because after 50 mins I began inquiring what happened.,10,457833,-0.8437,427,2022-04-08 11:47:06
1022935,"ONLY TO FIND MY LUGGAGE WAS SITTING THERE, delivered to the wrong area.",11,457833,-0.8682,427,2022-04-08 11:47:06
1022936,Did I mention I am 65 years old with HEART FAILURE?,12,457833,0.7284,427,2022-04-08 11:47:06
1022937,"This morning waiting AGAIN TO CHECK IN, I am barely able to breathe.",13,457833,-0.9719,427,2022-04-08 11:47:06
1022938,"If they try to charge me baggage fees again my first stop when I FINALLY get home, 52 hours later, my first stop is an attorney",14,457833,-0.7756,427,2022-04-08 11:47:06
1022940,"Not user friendly to update phone numbers, etc",1,457834,-0.9944,427,2022-04-08 11:23:54
1022942,"Anytime you try to choose a flight you get: Session time-out, we are unable to complete your request.",1,457835,-0.9629,427,2022-04-08 09:30:15
1022943,The app is simply unusable.,2,457835,-0.9998,427,2022-04-08 09:30:15
1022945,Very easy to use and intuitive,1,457836,0.9996,427,2022-04-08 09:16:58
1022947,Nothing like over paying for a flight when you have to go home for a funeral.,1,457837,-0.7791,427,2022-04-08 07:52:38
1022948,You’re pretty much asking how much is this person worth to you .,2,457837,0.5971,427,2022-04-08 07:52:38
1022950,I finally got clearance for check in at about 1:45AM for a 6AM flight.,1,457838,-0.8161,427,2022-04-08 01:51:30
1022951,My ride will be here in an hour.,2,457838,0.9248,427,2022-04-08 01:51:30
1022952,Have yet to see the boarding passes.,3,457838,-0.7275,427,2022-04-08 01:51:30
1022954,The app was awful during the flight and was so difficult to navigate everything.,1,457839,-0.9995,427,2022-04-07 23:06:26
1022955,And accessing the shows and movies on the flight was almost impossible.,2,457839,-0.9302,427,2022-04-07 23:06:26
1022956,"On my opinion, this doesn’t even deserve a full star, 0.5 star would be better.",3,457839,-0.9941,427,2022-04-07 23:06:26
1022958,This app doesn’t work!,1,457840,-0.9982,427,2022-04-07 22:05:21
1022959,Had to scan documents several hundred times!!!!,2,457840,-0.8761,427,2022-04-07 22:05:21
1022961,Difficult to change seats once checked in.,1,457841,-0.9967,427,2022-04-07 20:22:12
1022962,Redirects to website.,2,457841,-0.8633,427,2022-04-07 20:22:12
1022963,Delta app is better.,3,457841,-0.6116,427,2022-04-07 20:22:12
1022964,The app lets you do everything.,4,457841,0.8203,427,2022-04-07 20:22:12
1022966,It takes multiple readings to capture your passport well.,1,457842,0.5138,427,2022-04-07 20:05:10
1022967,12 minutes,2,457842,-0.7385,427,2022-04-07 20:05:10
